ensembl,gene_symbol_x,obs_lof,exp_lof,UNEECON.G,protein_complex,transcript_factor,reactome_nervous_development,reactome_developmental_biology,GO_central_neurvous_development,GO_embryo_development,cpg_density,promoter_phastcons,exonic_phastcons,PPI_degree,gene_expression_level,tissue_specificity_tau,enhancer_number,h3k4me3,h2az,h3k27me3,h3k9ac,Gene ID,Essentiality test,VP,VN,CL,SP,DL,Organismal Essentiality test,gene_symbol_y,DeepLOF_score
ENSG00000017427,IGF1,2,7.8129,1.437779823,1,0,0,0,0,1,0.0,0.0,0.0,0.883547281,0.35646764,0.020773702,0.084284248,0.038004506,0.293164996,0.345683642,0.017088643,ENSG00000017427,1,0,0,0,0,0,0,IGF1,0.760446
ENSG00000018236,CNTN1,14,58.671,0.953296106,0,0,1,1,1,0,0.188182371,0.374149578,0.540765054,-0.697760003,0.342481583,0.020819222,-0.017873226,0.060614684,0.26515991,0.788696363,-0.185980364,ENSG00000018236,1,0,0,0,0,0,0,CNTN1,0.76201916
ENSG00000018408,WWTR1,2,17.686,0.124785961,1,0,1,1,0,0,0.488101208,1.788264505,1.05958877,1.137437578,0.865827993,-0.411541063,1.046119996,0.714154073,0.540891648,0.962601838,0.564745989,ENSG00000018408,1,0,0,0,0,0,0,WWTR1,0.84528697
ENSG00000018510,AGPS,1,40.462,2.231025612,1,0,0,0,0,0,0.440888379,0.123849641,1.176126406,-0.086027182,0.785666148,-1.053748257,0.819700713,0.494023528,0.253664786,-1.355353273,0.353169698,ENSG00000018510,1,0,0,0,0,0,0,AGPS,0.95056593
ENSG00000018625,ATP1A2,16,49.06,2.519213548,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.972194484,0.288925979,-0.521928625,0.134212744,-0.237436105,0.782066865,0.58903745,ENSG00000018625,1,0,0,0,0,0,0,ATP1A2,0.73248285
ENSG00000018699,TTC27,30,51.916,-0.925551725,0,0,0,0,0,0,0.154394525,-0.98033976,0.401703635,-0.697760003,0.57921262,-1.149951971,0.084284248,0.255165961,0.223473727,-0.724436424,0.157507272,ENSG00000018699,1,0,0,0,0,0,0,TTC27,0.33528733
ENSG00000019186,CYP24A1,32,27.85,-1.00987698,0,0,0,0,0,0,0.763869254,-0.250165423,-0.067341666,-0.697760003,-0.911905286,1.27642739,-0.151413614,0.105017401,0.074234034,1.47630689,-0.41707413,ENSG00000019186,1,0,0,0,0,0,0,CYP24A1,0.07744706
ENSG00000019549,SNAI2,1,9.6037,1.723775967,0,1,0,0,0,0,0.0,0.0,0.0,0.525702109,0.352076414,-0.012115089,0.995875201,0.528080428,0.321144655,0.888753497,0.501375852,ENSG00000019549,1,0,0,0,0,0,0,SNAI2,0.88051516
ENSG00000019991,HGF,7,52.577,0.433841576,1,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.105171055,0.451863243,0.04623503,0.155318049,0.551619732,0.340905877,0.094546826,ENSG00000019991,1,0,0,0,0,0,0,HGF,0.84342134
ENSG00000020129,NCDN,1,27.129,2.223654409,0,0,0,0,0,0,-0.435423709,6.490395921,0.679022252,0.883547281,0.491453952,0.045583387,0.761792745,0.719653777,0.489345141,-0.87849143,0.787111559,ENSG00000020129,1,0,0,0,0,0,0,NCDN,0.9496644
ENSG00000020181,GPR124,21,49.45,-0.454381835,0,0,0,0,0,0,0.0,0.0,0.0,-0.086027182,0.292564312,-0.277088094,0.729683636,0.626813078,0.729550662,1.074958805,0.571210051,ENSG00000020181,1,0,0,0,0,0,0,GPR124,0.54907274
ENSG00000020426,MNAT1,18,17.527,-0.233408831,1,0,0,0,1,0,-1.401517259,-0.321907443,1.134521038,-0.697760003,0.713781765,-0.807627578,0.555490136,0.274562525,0.509915084,0.768587944,0.244695878,ENSG00000020426,1,0,0,0,0,0,0,MNAT1,0.29868984
ENSG00000020633,RUNX3,2,14.864,1.648739732,0,1,0,0,0,0,0.0,0.0,0.0,0.271811812,-0.198001589,0.153171746,0.506304621,0.718467171,0.762222197,1.433256055,0.477824558,ENSG00000020633,1,0,0,0,0,1,1,RUNX3,0.8748084
ENSG00000020922,MRE11A,26,42.994,-0.589888025,1,0,0,0,0,0,0.060446277,-0.844189348,0.488952621,-0.697760003,0.530305331,-1.143340768,0.833054121,0.354455919,0.335090053,-1.624849667,0.515744635,ENSG00000020922,1,0,0,0,0,0,0,MRE11A,0.37038207
ENSG00000021645,NRXN3,1,42.532,1.440558701,0,0,0,0,0,0,0.0,0.0,0.0,-0.086027182,0.001700427,0.18471723,0.151692823,0.468938537,0.60193194,1.093862163,0.27436477,ENSG00000021645,1,0,0,0,0,0,0,NRXN3,0.9278762
ENSG00000021776,AQR,11,83.327,1.573801345,1,0,0,0,0,0,0.136444504,-0.95706346,0.780462693,-0.697760003,0.467697415,-1.01896658,0.602492668,0.366041925,0.275792938,-1.322335185,0.307059145,ENSG00000021776,1,0,0,0,0,0,0,AQR,0.8577832
ENSG00000021826,CPS1,30,78.663,0.417827148,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.202513575,1.541776788,0.015354663,0.460042124,0.759437021,-0.423027945,0.510007703,ENSG00000021826,1,0,0,0,0,1,1,CPS1,0.6095547
ENSG00000022277,RTFDC1,8,17.228,0.524566078,0,0,0,0,0,0,-0.067337628,-1.407284492,0.030851073,-0.697760003,1.57205802,-1.06478813,0.644929836,0.304602447,0.400805125,0.229303923,0.400583417,ENSG00000022277,1,0,0,0,0,0,0,RTFDC1,0.5483175
ENSG00000022355,GABRA1,3,21.129,3.171219264,1,0,0,0,0,0,-0.571418446,2.147931165,0.916761441,-0.697760003,-0.649145252,0.894660476,-0.136068525,-0.262964401,-0.556449094,0.725371373,-0.390773948,ENSG00000022355,1,0,0,0,0,0,0,GABRA1,0.8878668
ENSG00000023228,NDUFS1,23,40.321,-0.496789082,1,0,0,0,0,0,1.332231535,0.068369146,1.054915042,-0.697760003,0.771471507,-0.50590059,0.894313571,0.658936476,0.401070788,-1.16356753,0.675147394,ENSG00000023228,1,0,0,1,0,1,1,NDUFS1,0.44280082
ENSG00000023287,RB1CC1,5,76.439,0.63480796,1,0,0,0,0,0,1.508348944,-0.534901529,0.535581861,-0.697760003,0.763578277,-1.025003696,0.458686309,0.647481843,0.354334932,-0.841170939,0.562458413,ENSG00000023287,1,0,0,0,0,1,1,RB1CC1,0.9186785
ENSG00000023330,ALAS1,7,26.82,0.019697397,0,0,0,0,0,0,-0.971916506,-0.389823222,0.545587394,2.107009394,0.763468496,-0.18411917,0.102135305,0.436576005,0.507182005,-0.357084736,0.536322753,ENSG00000023330,1,0,0,0,0,1,1,ALAS1,0.68011487
ENSG00000023608,SNAPC1,23,21.316,-0.84167657,1,0,0,0,0,0,0.39723452,-1.130519721,0.073808478,1.01959146,0.287426577,-0.899376168,1.029655363,0.521282227,0.582552959,-0.144584731,0.575016132,ENSG00000023608,1,0,0,1,0,1,1,SNAPC1,0.15196216
ENSG00000023734,STRAP,3,20.697,0.780757775,1,0,0,0,0,0,0.861312261,-0.491537463,1.303610218,-0.086027182,1.617902428,-1.002777914,0.875329716,0.595095241,0.456094752,-1.041858847,0.497488066,ENSG00000023734,1,0,0,0,0,0,0,STRAP,0.8212897
ENSG00000024048,UBR2,15,108.64,0.280996751,0,0,0,0,0,0,-0.062041655,-0.282688472,1.069748028,0.271811812,0.879045585,-1.164991653,0.629494463,0.490317584,0.6025447,-0.292597579,0.408357488,ENSG00000024048,1,0,0,0,0,0,0,UBR2,0.84280574
ENSG00000025156,HSF2,4,29.024,1.107582555,1,1,0,0,0,0,0.594018471,0.006830435,1.103939218,1.137437578,0.426244234,-0.788944583,0.495766999,0.390882157,0.751777131,0.56537031,0.298356224,ENSG00000025156,1,1,0,0,0,1,1,HSF2,0.8462145
ENSG00000025293,PHF20,7,50.286,0.536581791,1,1,0,0,0,0,0.154278063,0.226839297,0.887496617,-0.697760003,0.750152101,-0.930014608,0.782575022,0.374230757,0.475332071,-0.838356255,0.508705491,ENSG00000025293,1,0,0,0,0,0,0,PHF20,0.8455154
ENSG00000025796,SEC63,21,53.011,1.165945521,0,0,0,0,0,0,1.019719471,0.016396038,1.263566709,-0.697760003,0.945408,-1.027086757,0.853919628,0.539914121,0.55979125,-0.608914881,0.467489865,ENSG00000025796,1,0,0,1,0,1,1,SEC63,0.6575741
ENSG00000025800,KPNA6,3,34.619,2.095702071,0,0,0,0,0,0,-0.098144202,0.353742959,1.162974715,1.802672873,0.912682383,-0.940171087,0.905599105,0.479096682,0.276617092,-1.293035782,0.496645698,ENSG00000025800,1,0,0,0,0,0,0,KPNA6,0.8939198
ENSG00000027001,MIPEP,28,37.078,-0.816810176,0,0,0,0,0,0,0.042184014,-1.067705597,0.461167548,-0.697760003,0.318823849,-0.962458024,0.761792745,0.259103858,0.574868025,-1.528015573,0.310948495,ENSG00000027001,1,0,0,1,0,1,1,MIPEP,0.21784896
ENSG00000027075,PRKCH,9,40.468,0.741860004,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.506186518,-0.527554637,1.007059702,0.930484567,0.492151109,0.97228482,0.471287083,ENSG00000027075,1,1,0,0,0,1,1,PRKCH,0.76959443
ENSG00000028203,VEZT,9,35.65,-0.547676474,0,0,0,0,0,0,2.187736302,0.800456603,0.151881128,1.749173048,0.568563895,-0.789367883,0.86931876,0.685976072,0.655127384,-0.478558198,0.638701029,ENSG00000028203,1,0,0,1,0,1,1,VEZT,0.7098194
ENSG00000028277,POU2F2,1,24.022,0.820444853,1,1,0,0,0,0,0.0,0.0,0.0,-0.086027182,-0.250279144,0.09696326,-1.608553835,0.477549211,0.240197522,1.300395181,0.390291922,ENSG00000028277,1,0,0,0,0,0,0,POU2F2,0.8993884
ENSG00000028310,BRD9,9,30.113,-0.21652682,0,0,0,0,0,0,0.0,0.0,0.0,-0.086027182,0.582418215,-0.997976448,0.855484174,0.488521611,0.311725886,-0.783551163,0.628511971,ENSG00000028310,1,0,0,0,0,1,1,BRD9,0.6515105
ENSG00000029363,BCLAF1,28,41.318,-1.007391645,0,0,0,0,0,0,2.034091381,-0.840044254,1.393728899,-0.697760003,1.2393677,-0.856899123,0.986716957,0.8338308,0.395681782,-0.677755931,0.649082381,ENSG00000029363,1,0,0,1,0,1,1,BCLAF1,0.3083247
ENSG00000029534,ANK1,9,92.786,0.757228635,0,0,1,1,0,0,1.347846543,-0.379938766,0.405981566,1.334377303,-0.270687371,1.157742033,0.236595336,0.324843934,0.548022152,1.659566363,0.364954427,ENSG00000029534,1,0,0,0,0,0,0,ANK1,0.8832002
ENSG00000029639,TFB1M,15,16.482,-0.302508965,0,0,0,0,0,0,0.643311202,-1.255829116,0.395300198,-0.697760003,0.434576587,-1.032543545,0.926005147,0.342123154,0.662500151,-0.473237266,0.472877965,ENSG00000029639,1,0,0,0,0,0,0,TFB1M,0.30262625
ENSG00000030066,NUP160,27,88.779,-0.399058675,1,0,0,0,0,0,0.163349,-0.620035393,0.703734445,-0.697760003,0.54184328,-0.952208845,0.405241741,0.354620755,0.389329802,-1.111841236,0.435801795,ENSG00000030066,1,0,0,0,0,0,0,NUP160,0.6713984
ENSG00000030304,MUSK,19,39.943,0.092430947,0,0,0,0,0,0,-2.266022427,0.522097566,0.634421283,-0.697760003,-1.071658117,1.157038174,-0.167316827,-0.494521741,0.328557835,-0.645754685,-0.473076242,ENSG00000030304,1,0,0,0,0,0,0,MUSK,0.50441587
ENSG00000030419,IKZF2,2,22.012,0.586242824,0,1,0,0,0,0,0.0,0.0,0.0,-0.086027182,-0.109551304,-0.069939901,0.506304621,0.855062032,0.915796128,0.165331611,0.715920138,ENSG00000030419,1,0,0,0,0,0,0,IKZF2,0.8583411
ENSG00000031691,CENPQ,12,14.403,-0.93460591,1,0,0,0,0,0,-0.667158344,-1.048574392,-1.149176182,1.418492585,0.123622839,-0.953546389,0.405241741,0.449502856,0.351033058,-1.65777124,0.460489319,ENSG00000031691,1,0,0,0,0,0,0,CENPQ,0.19478297
ENSG00000031698,SARS,2,29.61,2.069498424,0,0,0,0,0,0,-0.515684349,-0.304370505,0.726161471,-0.697760003,1.83160148,-1.225652371,0.778869151,0.314078875,0.324163291,0.221138845,0.304076382,ENSG00000031698,1,0,0,1,0,1,1,SARS,0.90182674
ENSG00000031823,RANBP3,1,33.71,0.668298009,0,0,0,0,0,0,0.601599347,-0.855349218,0.3142069,1.749173048,1.242068305,-1.334250969,-1.608553835,0.592115115,0.221035697,-1.258893796,0.839243095,ENSG00000031823,1,0,0,0,0,0,0,RANBP3,0.92063206
ENSG00000032389,TSSC1,6,20.819,0.559908713,0,0,0,0,0,0,0.473560976,-1.333629351,0.426189942,-0.086027182,0.566686645,-1.140557149,0.809411058,0.65799923,0.735876794,-1.251955245,0.612476021,ENSG00000032389,1,0,0,0,0,1,1,TSSC1,0.66314733
ENSG00000032444,PNPLA6,33,68.794,1.470245731,0,0,0,0,0,0,0.494158917,0.129907856,0.207343891,-0.697760003,0.876981709,-1.096707732,0.912507466,0.53881027,0.700676884,-1.002608115,0.513326311,ENSG00000032444,1,0,0,0,0,0,0,PNPLA6,0.57906127
ENSG00000032742,IFT88,25,49.311,-0.691434497,1,0,0,0,0,0,0.647124167,-1.468185495,1.17628946,1.137437578,0.234369579,-0.466604883,0.203198184,0.340032161,0.593492104,-1.002839907,0.225036929,ENSG00000032742,1,0,0,0,0,1,1,IFT88,0.44060218
ENSG00000033011,ALG1,27,24.821,-0.280806318,0,0,0,0,0,0,-0.568611717,-0.687313465,-0.318755764,-0.697760003,0.66093335,-1.072894032,1.005954037,0.369121332,0.683026327,0.562608798,0.590715067,ENSG00000033011,1,0,0,1,0,1,1,ALG1,0.2248745
ENSG00000033170,FUT8,10,33.338,1.557858673,0,0,0,0,0,1,0.025405367,0.558446856,0.789038889,-0.086027182,0.454929923,-0.689046081,0.82139236,0.544379012,0.682113862,-0.72595168,0.575444921,ENSG00000033170,1,0,0,0,0,0,0,FUT8,0.7423631
ENSG00000033178,UBA6,26,64.303,0.020069219,0,0,0,0,1,0,0.232614108,-1.170695253,1.076189539,-0.697760003,0.643050079,-0.852238636,0.382811689,0.502499111,0.38117678,-1.505285198,0.393679061,ENSG00000033178,1,0,0,0,0,0,0,UBA6,0.57180876
ENSG00000033327,GAB2,4,30.077,-0.538602719,0,0,1,1,0,0,1.605506636,1.195834846,0.496967027,0.525702109,0.534037874,-0.526494041,1.030702765,0.599099007,0.740103271,0.123417108,0.622195446,ENSG00000033327,1,0,0,0,0,0,0,GAB2,0.79283315
ENSG00000033800,PIAS1,0,31.759,1.780919097,1,0,0,0,0,0,0.737036469,3.282730494,0.97838445,-0.697760003,1.019268435,-1.11920905,0.84280821,0.544753093,0.684440223,-0.085111836,0.499144664,ENSG00000033800,1,0,0,0,0,0,0,PIAS1,0.965858
ENSG00000033867,SLC4A7,12,57.206,0.547482039,0,0,0,0,0,0,1.841150865,0.102486462,0.900725311,0.271811812,0.203554145,-0.352229794,0.86931876,0.623089719,0.521765314,-0.884249405,0.514913218,ENSG00000033867,1,0,0,0,0,0,0,SLC4A7,0.77872473
ENSG00000035403,VCL,14,55.222,1.52759108,1,0,0,0,0,0,0.654701674,1.548486731,1.16772854,1.01959146,1.057022007,-0.490845652,1.066829826,0.668480985,0.17794367,-0.856992761,0.525200738,ENSG00000035403,1,0,0,0,0,0,0,VCL,0.76523936
ENSG00000035499,DEPDC1B,19,28.325,-0.143845456,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.611666132,0.696513025,0.387390685,0.380279998,1.190244452,0.226187956,0.307675979,ENSG00000035499,1,0,0,0,0,0,0,DEPDC1B,0.373937
ENSG00000035687,ADSS,6,26.11,1.142181546,0,0,0,0,0,0,0.651534388,0.110457798,1.001838032,-0.697760003,1.153650953,-1.155332895,0.573713196,0.634280421,0.54381331,-0.966940782,0.615616603,ENSG00000035687,1,0,0,1,0,1,1,ADSS,0.7793174
ENSG00000035928,RFC1,11,59.643,0.049567077,1,0,0,0,0,0,-0.044106833,-0.865871381,0.240920096,-0.697760003,1.002966006,-1.146280941,0.519971051,0.333938719,0.425138336,-0.385098558,0.289242069,ENSG00000035928,1,0,0,1,0,1,1,RFC1,0.7871343
ENSG00000036257,CUL3,4,40.119,2.66914903,1,0,0,0,0,1,2.179977299,1.107831302,1.340597577,1.749173048,0.888300096,-0.698736734,0.526647366,0.764551789,0.596640986,-0.924753288,0.539942501,ENSG00000036257,1,0,0,0,0,0,0,CUL3,0.9124948
ENSG00000036549,ZZZ3,3,43.77,0.249307102,1,1,0,0,0,0,2.017670887,0.304320678,1.158763332,1.01959146,0.748252895,-1.212425244,0.652447903,0.377611992,0.58553148,-1.04541845,0.595296393,ENSG00000036549,1,0,0,0,0,0,0,ZZZ3,0.9050895
ENSG00000036828,CASR,10,37.579,1.291347292,0,0,0,0,0,0,-0.136256443,-1.214378171,0.603743378,-0.697760003,-0.675503591,1.753334963,-0.093021651,-0.281013207,-0.17153419,1.257690823,-0.593903924,ENSG00000036828,1,0,0,0,0,1,1,CASR,0.69822824
ENSG00000037280,FLT4,5,71.404,1.482881147,1,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.171291952,0.166219591,-1.608553835,0.141389263,-0.182213358,1.270119258,-0.560434046,ENSG00000037280,1,0,0,0,0,0,0,FLT4,0.9099349
ENSG00000037897,METTL1,6,11.572,-0.638896739,0,0,0,0,0,0,-0.076421837,0.878894545,0.982440796,-0.086027182,0.294474496,-0.715240009,0.786249751,0.413367733,0.35427246,-0.530477688,0.425822367,ENSG00000037897,1,0,0,0,0,0,0,METTL1,0.4150619
ENSG00000037965,HOXC8,3,10.57,0.694821293,1,1,0,0,0,0,-1.368244623,3.944989052,-0.696861999,3.330480332,-1.156397816,1.122696584,-1.608553835,0.974282162,-0.029638038,2.449484757,1.268515451,ENSG00000037965,1,0,0,0,0,0,0,HOXC8,0.79435474
ENSG00000038219,BOD1L1,16,95.716,-0.451420307,1,0,0,0,0,0,0.813949036,-0.598034506,-3.165524452,-0.697760003,0.848306998,-0.969899867,-0.601656047,0.439255639,0.333970255,0.120087013,0.369728848,ENSG00000038219,1,0,0,0,0,0,0,BOD1L1,0.8127448
ENSG00000038295,TLL1,14,59.099,0.446470468,0,0,0,0,0,0,0.900430016,2.279617628,0.541234054,-0.697760003,-0.767411968,0.538470706,0.084284248,0.280272892,0.462365429,1.091139961,0.033463496,ENSG00000038295,1,0,0,0,0,0,0,TLL1,0.7544949
ENSG00000038358,EDC4,17,70.811,1.733567273,1,0,0,0,0,0,-1.001793525,1.067018064,0.853036237,-0.697760003,0.691408464,-1.073788003,-1.608553835,0.46291883,0.198894777,-1.58086882,0.672779766,ENSG00000038358,1,0,0,1,0,1,1,EDC4,0.76665837
ENSG00000038382,TRIO,14,157.79,1.466631885,0,0,1,1,1,0,2.544115504,0.539634504,0.823105814,-0.697760003,0.679321613,-0.955666322,1.114249339,0.789826315,0.536583553,0.723877279,0.964399752,ENSG00000038382,1,0,0,0,0,0,0,TRIO,0.90693986
ENSG00000038427,VCAN,13,103.98,-0.334635667,0,0,0,0,1,0,0.0,0.0,0.0,-0.086027182,0.622729677,-0.463041026,0.561649254,0.69734871,0.848347157,1.082362969,0.597768006,ENSG00000038427,1,0,0,0,0,1,1,VCAN,0.8548479
ENSG00000039068,CDH1,9,36.519,0.4690407,1,0,0,0,1,0,0.0,0.0,0.0,-0.697760003,0.974609659,0.09217682,0.690497122,0.00345763,0.072103459,0.981372078,-0.074641461,ENSG00000039068,1,0,0,0,0,1,1,CDH1,0.7320614
ENSG00000039123,SKIV2L2,12,59.34,0.857229112,0,0,0,0,0,0,0.036544766,-0.797955602,1.136337298,-0.697760003,1.144484267,-0.920673067,0.90837556,0.712267623,0.417145396,-1.225390418,0.667299634,ENSG00000039123,1,0,0,0,0,0,0,SKIV2L2,0.7764715
ENSG00000039139,DNAH5,141,233.47,-0.505458399,0,0,0,0,1,0,-2.054424651,-0.783607198,0.546403739,-0.697760003,-1.753195179,1.465026011,-1.608553835,-1.465671639,-0.634670398,0.397483346,-2.063622237,ENSG00000039139,1,0,0,0,0,0,0,DNAH5,0.37534338
ENSG00000040275,SPDL1,29,36.27,-0.901513776,0,0,0,0,0,0,0.178853503,-1.319280947,0.329302506,-0.697760003,0.046073774,-0.564889665,0.618892971,0.311856824,0.617921746,0.839097335,0.539199519,ENSG00000040275,1,0,0,0,0,0,0,SPDL1,0.20145035
ENSG00000040633,PHF23,0,17.834,1.128730731,0,0,0,0,0,0,0.755439211,3.249250885,-0.658988516,-0.697760003,0.855805018,-1.142915843,0.924673973,1.079842618,0.582256883,-0.876561152,1.057274052,ENSG00000040633,1,0,0,0,0,0,0,PHF23,0.9494577
ENSG00000040933,INPP4A,7,52.821,1.344857006,0,0,0,0,0,0,0.812319249,-0.594527119,0.718954063,-0.697760003,0.30955836,-0.838229316,0.767559293,0.557445008,0.417347976,0.006135251,0.475877216,ENSG00000040933,1,0,0,0,0,0,0,INPP4A,0.8465272
ENSG00000041802,LSG1,24,37.739,-0.716757514,0,0,0,0,0,0,-0.332805585,-1.403139397,0.44274269,-0.697760003,0.967353156,-1.333371786,1.110778764,0.339422296,0.568906477,0.486116462,0.33901186,ENSG00000041802,1,0,0,1,0,1,1,LSG1,0.29945523
ENSG00000042429,MED17,20,37.342,0.190311387,1,0,0,1,0,0,0.500350675,-0.224338296,1.073401593,-0.697760003,0.184990234,-1.011986628,0.669503163,0.581855208,0.28612094,-1.04028495,0.544344343,ENSG00000042429,1,0,0,0,0,0,0,MED17,0.5106392
ENSG00000042753,AP2S1,1,9.4415,4.284786214,0,0,1,1,0,0,-0.918992366,-0.780737517,0.098230486,-0.086027182,1.607078054,-1.079498189,1.032790073,0.238418645,0.470028719,-0.463747166,0.468000957,ENSG00000042753,1,0,0,0,0,0,0,AP2S1,0.92837995
ENSG00000043355,ZIC2,0,11.202,2.031846581,0,1,0,0,1,0,0.0,0.0,0.0,-0.697760003,-0.970517186,1.097064453,0.710529181,0.89432685,0.806688569,1.888990983,0.69428927,ENSG00000043355,1,0,0,0,0,0,0,ZIC2,0.9406704
ENSG00000043462,LCP2,6,34.711,0.606171164,1,0,0,0,0,0,0.0,0.0,0.0,1.334377303,0.376370876,-0.108652464,-0.029534988,0.493067327,0.132760502,0.916618969,0.290108923,ENSG00000043462,1,0,0,0,0,1,1,LCP2,0.80056894
ENSG00000043514,TRIT1,19,24.363,-0.538478778,0,0,0,0,0,0,-0.110480849,-0.892973922,0.64270254,-0.697760003,0.668574085,-1.129458057,0.812867915,0.306045956,0.360062195,0.42756647,0.311085113,ENSG00000043514,1,0,0,1,0,1,1,TRIT1,0.28869718
ENSG00000043591,ADRB1,9,10.07,0.337233157,1,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,-0.583924556,0.528997202,0.632105159,0.522504215,0.372392459,1.288188161,0.037510197,ENSG00000043591,1,0,0,0,0,0,0,ADRB1,0.4475364
ENSG00000044090,CUL7,47,82.047,0.074263867,1,0,0,0,0,0,-0.97150633,1.73469713,-0.507911034,-0.697760003,0.315684121,-0.736827602,0.804173988,0.43851917,0.224059247,-1.474480878,0.644593988,ENSG00000044090,1,0,0,0,0,0,0,CUL7,0.43287516
ENSG00000044115,CTNNA1,8,46.085,1.821819487,1,0,0,1,0,0,1.068528119,-0.569337698,1.035222971,-0.697760003,1.740220051,-1.158688838,0.946770599,0.640907614,0.110350112,0.27873988,0.556873256,ENSG00000044115,1,0,0,0,0,0,0,CTNNA1,0.83680654
ENSG00000044524,EPHA3,18,50.613,0.18327939,0,0,1,1,0,0,0.0,0.0,0.0,-0.697760003,-0.347094717,0.144412445,-0.136068525,0.050636744,0.252039773,0.845088426,-0.339327039,ENSG00000044524,1,1,0,0,0,1,1,EPHA3,0.6402155
ENSG00000044574,HSPA5,4,22.471,2.51582149,1,0,0,0,1,0,0.824524585,0.770803235,0.969348768,-0.697760003,1.914925009,-0.78520698,0.902804909,0.853838041,0.187119172,-1.021570732,0.818764811,ENSG00000044574,1,0,0,1,0,1,1,HSPA5,0.8721793
ENSG00000046604,DSG2,22,39.749,-0.669620956,0,0,0,1,0,0,1.11008226,-1.181217416,-0.38779463,-0.697760003,0.240264801,0.196605847,0.671886222,0.231966759,0.337468571,0.872795233,0.1057593,ENSG00000046604,1,0,0,0,0,0,0,DSG2,0.39969397
ENSG00000047315,POLR2B,14,63.535,3.124278401,1,0,0,1,0,0,1.86646746,0.365859389,1.169568883,-0.697760003,1.333790054,-1.14379951,0.189090827,0.881989075,0.701015403,-0.999900853,0.802376257,ENSG00000047315,1,0,0,1,0,1,1,POLR2B,0.8304601
ENSG00000047410,TPR,9,141.15,0.775969755,0,0,0,0,0,0,0.982918825,-0.087869031,0.909612939,-0.697760003,1.047163703,-1.060824065,0.400846828,0.57564192,0.316661268,-1.160692202,0.555855974,ENSG00000047410,1,0,0,1,0,1,1,TPR,0.9256448
ENSG00000048052,HDAC9,9,63.225,1.015468613,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.328155206,-0.790917463,0.695028667,0.452780618,0.708265221,0.91359623,0.415273166,ENSG00000048052,1,0,0,0,0,0,0,HDAC9,0.8385726
ENSG00000048162,NOP16,4,7.7542,-0.755231279,0,0,0,0,0,0,0.10255962,-0.020909812,0.40478084,-0.697760003,0.595372334,-0.733775502,0.901401087,0.518050976,0.301915387,-1.395080353,0.665308469,ENSG00000048162,1,0,0,0,0,0,0,NOP16,0.34748662
ENSG00000048544,MRPS10,13,11.576,-0.927600006,1,0,0,0,0,0,-0.653594729,-1.282931657,-0.062002721,-0.697760003,0.910124493,-1.019584829,0.819700713,0.203742635,0.351628685,-1.115235016,0.295742525,ENSG00000048544,1,0,0,0,0,0,0,MRPS10,0.16750121
ENSG00000048707,VPS13D,55,207.32,-0.013786128,0,0,0,0,0,0,-0.010570205,-0.614933738,0.705909487,-0.697760003,0.58585435,-0.850737463,1.132031253,0.464556366,0.55203761,0.073252892,0.763134062,ENSG00000048707,1,0,0,1,0,1,1,VPS13D,0.72385263
ENSG00000048828,FAM120A,3,47.645,0.909466803,0,0,0,0,0,0,2.16909227,0.696829241,1.073783172,-0.697760003,1.107466225,-0.879233263,0.867803021,0.762315298,0.736751324,-0.950873023,0.705208259,ENSG00000048828,1,1,0,0,0,1,1,FAM120A,0.9122005
ENSG00000049130,KITLG,2,15.014,0.181570315,0,0,0,0,0,1,0.0,0.0,0.0,-0.697760003,0.012909034,-0.419871849,0.591207134,0.540613144,0.623179742,0.619089515,0.465313079,ENSG00000049130,1,0,0,0,0,0,0,KITLG,0.7946849
ENSG00000049283,EPN3,25,25.359,-1.100392741,0,0,0,0,0,0,0.0,0.0,0.0,1.241383627,-0.22690684,0.198232976,-1.608553835,0.207434832,0.041499819,1.097164065,0.430366244,ENSG00000049283,1,1,0,0,0,1,1,EPN3,0.11684227
ENSG00000049323,LTBP1,32,90.752,-0.390767703,0,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.553897197,-0.251524959,0.596886307,0.451005298,0.692966269,0.76028549,0.418265101,ENSG00000049323,1,0,0,0,0,0,0,LTBP1,0.6280084
ENSG00000049540,ELN,29,45.412,-0.326507775,1,0,0,0,0,0,0.0,0.0,0.0,-0.697760003,0.596953176,-0.357923877,0.382811689,0.205572711,0.069812998,1.053879707,0.466132037,ENSG00000049540,1,0,0,0,0,0,0,ELN,0.37891597
ENSG00000049541,RFC2,12,19.901,0.443658974,1,0,0,0,0,0,0.291387356,-0.786158026,0.519375302,0.722641834,0.638263642,-1.132209439,1.043079728,0.38688881,0.256289825,-0.428386972,0.388423739,ENSG00000049541,1,0,0,1,0,1,1,RFC2,0.4705094
