ensembl,gene_symbol,DeepLOF_score
ENSG00000050327,ARHGEF5,0.22593737
ENSG00000050344,NFE2L3,0.20868874
ENSG00000050393,MCUR1,0.3448649
ENSG00000050405,LIMA1,0.4282447
ENSG00000050426,LETMD1,0.5717993
ENSG00000050438,SLC4A8,0.83895737
ENSG00000050555,LAMC3,0.34880245
ENSG00000050628,PTGER3,0.71681535
ENSG00000050730,TNIP3,0.44551694
ENSG00000050748,MAPK9,0.74052393
ENSG00000050767,COL23A1,0.32616973
ENSG00000050820,BCAR1,0.8505244
ENSG00000051009,FAM160A2,0.823834
ENSG00000051108,HERPUD1,0.8648125
ENSG00000051128,HOMER3,0.79469603
ENSG00000051180,RAD51,0.74588
ENSG00000051341,POLQ,0.071593285
ENSG00000051382,PIK3CB,0.84954417
ENSG00000051523,CYBA,0.52720535
ENSG00000051596,THOC3,0.46451974
ENSG00000051620,HEBP2,0.25030947
ENSG00000051825,MPHOSPH9,0.52493334
ENSG00000052126,PLEKHA5,0.93494713
ENSG00000052344,PRSS8,0.67205745
ENSG00000052723,SIKE1,0.61289704
ENSG00000052749,RRP12,0.52748877
ENSG00000052795,FNIP2,0.9229046
ENSG00000052802,MSMO1,0.5470595
ENSG00000052841,TTC17,0.8437427
ENSG00000052850,ALX4,0.7579129
ENSG00000053108,FSTL4,0.6989048
ENSG00000053254,FOXN3,0.8464452
ENSG00000053328,METTL24,0.26275218
ENSG00000053371,AKR7A2,0.16043472
ENSG00000053372,MRTO4,0.66488075
ENSG00000053438,NNAT,0.71451765
ENSG00000053501,USE1,0.2848423
ENSG00000053524,MCF2L2,0.2842481
ENSG00000053702,NRIP2,0.114372015
ENSG00000053747,LAMA3,0.41461724
ENSG00000053770,AP5M1,0.35448265
ENSG00000053900,ANAPC4,0.6760369
ENSG00000053918,KCNQ1,0.53244233
ENSG00000054116,TRAPPC3,0.67832476
ENSG00000054118,THRAP3,0.89430434
ENSG00000054148,PHPT1,0.24555433
ENSG00000054179,ENTPD2,0.12277925
ENSG00000054219,LY75,0.19677097
ENSG00000054267,ARID4B,0.8912419
ENSG00000054277,OPN3,0.41256034
ENSG00000054282,SDCCAG8,0.39897943
ENSG00000054356,PTPRN,0.5827198
ENSG00000054392,HHAT,0.32454735
ENSG00000054523,KIF1B,0.88590133
ENSG00000054598,FOXC1,0.89473754
ENSG00000054611,TBC1D22A,0.74785537
ENSG00000054654,SYNE2,0.6775366
ENSG00000054690,PLEKHH1,0.5835134
ENSG00000054793,ATP9A,0.8773772
ENSG00000054796,SPO11,0.19778574
ENSG00000054803,CBLN4,0.72693187
ENSG00000054938,CHRDL2,0.37083036
ENSG00000054965,FAM168A,0.89618677
ENSG00000054967,RELT,0.3467195
ENSG00000054983,GALC,0.34210008
ENSG00000055044,NOP58,0.68287826
ENSG00000055070,SZRD1,0.7240474
ENSG00000055118,KCNH2,0.8550318
ENSG00000055130,CUL1,0.9513721
ENSG00000055147,FAM114A2,0.2445671
ENSG00000055163,CYFIP2,0.9419853
ENSG00000055208,TAB2,0.9352083
ENSG00000055211,GINM1,0.30481976
ENSG00000055332,EIF2AK2,0.63922185
ENSG00000055483,USP36,0.603375
ENSG00000055609,KMT2C,0.91416824
ENSG00000055732,MCOLN3,0.3150164
ENSG00000055813,CCDC85A,0.4957553
ENSG00000055917,PUM2,0.8370599
ENSG00000055950,MRPL43,0.30212355
ENSG00000055955,ITIH4,0.39048064
ENSG00000055957,ITIH1,0.08277005
ENSG00000056050,C4orf27,0.30005693
ENSG00000056097,ZFR,0.93877596
ENSG00000056277,ZNF280C,0.9100976
ENSG00000056291,NPFFR2,0.15210652
ENSG00000056487,PHF21B,0.8422121
ENSG00000056558,TRAF1,0.5371772
ENSG00000056586,RC3H2,0.9032441
ENSG00000056661,NA,0.8309347
ENSG00000056736,IL17RB,0.22013521
ENSG00000056972,TRAF3IP2,0.41233623
ENSG00000056998,GYG2,0.12360537
ENSG00000057019,DCBLD2,0.72766083
ENSG00000057149,SERPINB3,0.05992198
ENSG00000057252,SOAT1,0.35065752
ENSG00000057294,PKP2,0.23643625
ENSG00000057468,MSH4,0.22757655
ENSG00000057593,F7,0.36364746
ENSG00000057608,GDI2,0.8124352
ENSG00000057657,PRDM1,0.85395205
ENSG00000057663,ATG5,0.84455097
ENSG00000057704,TMCC3,0.4954883
ENSG00000057757,PITHD1,0.6042901
ENSG00000057935,MTA3,0.7145486
ENSG00000058056,USP13,0.4700061
ENSG00000058063,ATP11B,0.71993583
ENSG00000058085,LAMC2,0.4749899
ENSG00000058091,CDK14,0.54490364
ENSG00000058262,SEC61A1,0.902326
ENSG00000058272,PPP1R12A,0.9315167
ENSG00000058335,RASGRF1,0.8787233
ENSG00000058404,CAMK2B,0.8171371
ENSG00000058453,CROCC,0.3862114
ENSG00000058600,POLR3E,0.70087874
ENSG00000058668,ATP2B4,0.7119753
ENSG00000058673,ZC3H11A,0.9072236
ENSG00000058729,RIOK2,0.43823063
ENSG00000058799,YIPF1,0.34510207
ENSG00000058804,NDC1,0.7558217
ENSG00000058866,DGKG,0.36717415
ENSG00000059122,FLYWCH1,0.11763531
ENSG00000059145,UNKL,0.7581754
ENSG00000059377,TBXAS1,0.12183392
ENSG00000059378,PARP12,0.48119473
ENSG00000059573,ALDH18A1,0.6494946
ENSG00000059588,TARBP1,0.31925267
ENSG00000059691,GATB,0.3166963
ENSG00000059728,MXD1,0.7771807
ENSG00000059758,CDK17,0.9024359
ENSG00000059769,DNAJC25,0.4059174
ENSG00000059804,SLC2A3,0.5994238
ENSG00000059915,PSD,0.77871263
ENSG00000060069,CTDP1,0.6648305
ENSG00000060138,YBX3,0.499906
ENSG00000060140,STYK1,0.17904466
ENSG00000060237,WNK1,0.9217767
ENSG00000060339,CCAR1,0.8711347
ENSG00000060491,OGFR,0.6256038
ENSG00000060558,GNA15,0.521072
ENSG00000060566,CREB3L3,0.21419978
ENSG00000060642,PIGV,0.33916485
ENSG00000060656,PTPRU,0.7604618
ENSG00000060688,SNRNP40,0.79575276
ENSG00000060709,RIMBP2,0.76698416
ENSG00000060718,COL11A1,0.84907025
ENSG00000060749,QSER1,0.8621809
ENSG00000060762,MPC1,0.64411366
ENSG00000060971,ACAA1,0.36994022
ENSG00000060982,BCAT1,0.2522738
ENSG00000061273,HDAC7,0.85970056
ENSG00000061337,LZTS1,0.77388674
ENSG00000061455,PRDM6,0.7991457
ENSG00000061492,WNT8A,0.5196306
ENSG00000061656,SPAG4,0.3665464
ENSG00000061676,NCKAP1,0.9742852
ENSG00000061794,MRPS35,0.23375744
ENSG00000061918,GUCY1B3,0.6529838
ENSG00000061936,SFSWAP,0.9026905
ENSG00000061938,TNK2,0.4166963
ENSG00000061987,MON2,0.7735114
ENSG00000062038,CDH3,0.42512494
ENSG00000062096,ARSF,0.08595896
ENSG00000062194,GPBP1,0.80076
ENSG00000062282,DGAT2,0.31108868
ENSG00000062370,ZNF112,0.64241964
ENSG00000062485,CS,0.88672245
ENSG00000062524,LTK,0.10271144
ENSG00000062582,MRPS24,0.36019385
ENSG00000062598,ELMO2,0.68343925
ENSG00000062650,WAPAL,0.9422827
ENSG00000062716,VMP1,0.8320807
ENSG00000062725,APPBP2,0.8855041
ENSG00000062822,POLD1,0.63920504
ENSG00000063015,SEZ6,0.600064
ENSG00000063046,EIF4B,0.93120545
ENSG00000063127,SLC6A16,0.15708065
ENSG00000063169,GLTSCR1,0.8283413
ENSG00000063176,SPHK2,0.41451538
ENSG00000063177,RPL18,0.9358094
ENSG00000063180,CA11,0.6002133
ENSG00000063241,ISOC2,0.20523345
ENSG00000063244,U2AF2,0.98197263
ENSG00000063245,EPN1,0.7930397
ENSG00000063322,MED29,0.43102014
ENSG00000063438,AHRR,0.41659516
ENSG00000063515,GSC2,0.18879461
ENSG00000063587,ZNF275,0.47752285
ENSG00000063601,MTMR1,0.8832361
ENSG00000063660,GPC1,0.5336181
ENSG00000063761,ADCK1,0.14827341
ENSG00000063854,HAGH,0.3095125
ENSG00000063978,RNF4,0.8376349
ENSG00000064012,CASP8,0.52552533
ENSG00000064042,LIMCH1,0.75268763
ENSG00000064102,ASUN,0.802308
ENSG00000064115,TM7SF3,0.4107442
ENSG00000064195,DLX3,0.6675648
ENSG00000064199,SPA17,0.3334841
ENSG00000064201,TSPAN32,0.2759124
ENSG00000064205,WISP2,0.1844359
ENSG00000064218,DMRT3,0.39848214
ENSG00000064225,ST3GAL6,0.3235008
ENSG00000064270,ATP2C2,0.035030007
ENSG00000064300,NGFR,0.678777
ENSG00000064309,CDON,0.46937788
ENSG00000064313,TAF2,0.7203598
ENSG00000064393,HIPK2,0.9053881
ENSG00000064419,TNPO3,0.7049958
ENSG00000064489,MEF2BNB-MEF2B,0.5369489
ENSG00000064490,RFXANK,0.42580295
ENSG00000064545,TMEM161A,0.26192516
ENSG00000064547,LPAR2,0.6770017
ENSG00000064601,CTSA,0.42592573
ENSG00000064607,SUGP2,0.87739915
ENSG00000064651,SLC12A2,0.81081253
ENSG00000064652,SNX24,0.42794132
ENSG00000064655,EYA2,0.7270876
ENSG00000064666,CNN2,0.6008925
ENSG00000064687,ABCA7,0.10337436
ENSG00000064692,SNCAIP,0.67999864
ENSG00000064703,DDX20,0.21853983
ENSG00000064726,BTBD1,0.57500446
ENSG00000064763,FAR2,0.75296223
ENSG00000064787,BCAS1,0.28718054
ENSG00000064835,POU1F1,0.5039955
ENSG00000064886,CHI3L2,0.1485548
ENSG00000064932,SBNO2,0.7280478
ENSG00000064933,PMS1,0.23796457
ENSG00000064961,HMG20B,0.7268001
ENSG00000064989,CALCRL,0.84811664
ENSG00000064995,TAF11,0.7216078
ENSG00000064999,ANKS1A,0.7956065
ENSG00000065000,AP3D1,0.81687254
ENSG00000065029,ZNF76,0.24786556
ENSG00000065054,SLC9A3R2,0.60056067
ENSG00000065057,NTHL1,0.2271164
ENSG00000065060,UHRF1BP1,0.47603273
ENSG00000065135,GNAI3,0.70909595
ENSG00000065150,IPO5,0.91843635
ENSG00000065154,OAT,0.45489305
ENSG00000065183,WDR3,0.43178684
ENSG00000065243,PKN2,0.913762
ENSG00000065268,WDR18,0.818136
ENSG00000065308,TRAM2,0.82003975
ENSG00000065320,NTN1,0.8705474
ENSG00000065325,GLP2R,0.3343525
ENSG00000065328,MCM10,0.29130632
ENSG00000065357,DGKA,0.78184795
ENSG00000065361,ERBB3,0.50505704
ENSG00000065371,ROPN1,0.12727809
ENSG00000065413,ANKRD44,0.7286897
ENSG00000065427,KARS,0.49327517
ENSG00000065457,ADAT1,0.2127698
ENSG00000065485,PDIA5,0.35662788
ENSG00000065491,TBC1D22B,0.7300988
ENSG00000065518,NDUFB4,0.37651157
ENSG00000065526,SPEN,0.96175903
ENSG00000065534,MYLK,0.5963676
ENSG00000065548,ZC3H15,0.82053185
ENSG00000065559,MAP2K4,0.92863154
ENSG00000065600,TMEM206,0.23781359
ENSG00000065609,SNAP91,0.8687753
ENSG00000065613,SLK,0.78039634
ENSG00000065615,CYB5R4,0.3444559
ENSG00000065618,COL17A1,0.3288083
ENSG00000065621,GSTO2,0.17858768
ENSG00000065665,SEC61A2,0.6905781
ENSG00000065675,PRKCQ,0.76908445
ENSG00000065717,TLE2,0.5188022
ENSG00000065802,ASB1,0.57428414
ENSG00000065809,FAM107B,0.23648703
ENSG00000065833,ME1,0.200145
ENSG00000065882,TBC1D1,0.4580034
ENSG00000065883,CDK13,0.82739484
ENSG00000065911,MTHFD2,0.5600248
ENSG00000065923,SLC9A7,0.863134
ENSG00000065970,FOXJ2,0.84467244
ENSG00000065978,YBX1,0.8934917
ENSG00000065989,PDE4A,0.8127251
ENSG00000066027,PPP2R5A,0.81934595
ENSG00000066032,CTNNA2,0.78184193
ENSG00000066044,ELAVL1,0.975512
ENSG00000066056,TIE1,0.3391081
ENSG00000066084,DIP2B,0.81966156
ENSG00000066117,SMARCD1,0.9076352
ENSG00000066135,KDM4A,0.91293806
ENSG00000066136,NFYC,0.7728604
ENSG00000066185,ZMYND12,0.33517206
ENSG00000066230,SLC9A3,0.8141102
ENSG00000066248,NGEF,0.7554971
ENSG00000066279,ASPM,0.3613658
ENSG00000066294,CD84,0.16888326
ENSG00000066322,ELOVL1,0.82841134
ENSG00000066336,SPI1,0.92602247
ENSG00000066379,ZNRD1,0.5537849
ENSG00000066382,MPPED2,0.89940137
ENSG00000066405,CLDN18,0.27790177
ENSG00000066422,ZBTB11,0.6540788
ENSG00000066427,ATXN3,0.7049267
ENSG00000066455,GOLGA5,0.6109284
ENSG00000066468,FGFR2,0.8619995
ENSG00000066557,LRRC40,0.13831347
ENSG00000066583,ISOC1,0.3351667
ENSG00000066629,EML1,0.82272583
ENSG00000066651,TRMT11,0.18650985
ENSG00000066654,THUMPD1,0.17452192
ENSG00000066697,MSANTD3,0.6476861
ENSG00000066735,KIF26A,0.6241941
ENSG00000066739,ATG2B,0.6547793
ENSG00000066777,ARFGEF1,0.9208827
ENSG00000066813,ACSM2B,0.054700613
ENSG00000066827,ZFAT,0.6076369
ENSG00000066855,MTFR1,0.20800865
ENSG00000066923,STAG3,0.54220825
ENSG00000066926,FECH,0.59722817
ENSG00000066933,MYO9A,0.7708403
ENSG00000067048,DDX3Y,0.86378694
ENSG00000067057,PFKP,0.29838407
ENSG00000067064,IDI1,0.48734438
ENSG00000067066,SP100,0.35296345
ENSG00000067082,KLF6,0.9642373
ENSG00000067113,PPAP2A,0.62538636
ENSG00000067141,NEO1,0.7631894
ENSG00000067167,TRAM1,0.8196553
ENSG00000067177,PHKA1,0.61200285
ENSG00000067182,TNFRSF1A,0.8868743
ENSG00000067191,CACNB1,0.78243613
ENSG00000067208,EVI5,0.42288214
ENSG00000067221,STOML1,0.299824
ENSG00000067225,PKM,0.8173717
ENSG00000067248,DHX29,0.6014986
ENSG00000067334,DNTTIP2,0.36509466
ENSG00000067365,METTL22,0.14979863
ENSG00000067369,TP53BP1,0.8226683
ENSG00000067445,TRO,0.54968965
ENSG00000067533,RRP15,0.22257018
ENSG00000067560,RHOA,0.94704777
ENSG00000067596,DHX8,0.6943846
ENSG00000067606,PRKCZ,0.7805383
ENSG00000067646,ZFY,0.7314223
ENSG00000067704,IARS2,0.6970928
ENSG00000067715,SYT1,0.80328345
ENSG00000067798,NAV3,0.86178607
ENSG00000067829,IDH3G,0.72634554
ENSG00000067836,ROGDI,0.26306808
ENSG00000067840,PDZD4,0.79654545
ENSG00000067842,ATP2B3,0.87978256
ENSG00000067900,ROCK1,0.897403
ENSG00000067955,CBFB,0.89971924
ENSG00000067992,PDK3,0.78667915
ENSG00000068001,HYAL2,0.622949
ENSG00000068024,HDAC4,0.97592074
ENSG00000068028,RASSF1,0.28900146
ENSG00000068078,FGFR3,0.61618185
ENSG00000068079,IFI35,0.1956476
ENSG00000068097,HEATR6,0.22662306
ENSG00000068120,COASY,0.24285495
ENSG00000068137,PLEKHH3,0.41634214
ENSG00000068305,MEF2A,0.8518475
ENSG00000068308,OTUD5,0.9673754
ENSG00000068323,TFE3,0.8881848
ENSG00000068354,TBC1D25,0.80465233
ENSG00000068366,ACSL4,0.87488735
ENSG00000068383,INPP5A,0.8291557
ENSG00000068394,GPKOW,0.8437449
ENSG00000068400,GRIPAP1,0.92600495
ENSG00000068438,FTSJ1,0.94530743
ENSG00000068489,PRR11,0.3833462
ENSG00000068615,REEP1,0.89218247
ENSG00000068650,ATP11A,0.66627705
ENSG00000068654,POLR1A,0.8212932
ENSG00000068697,LAPTM4A,0.4089654
ENSG00000068724,TTC7A,0.16411328
ENSG00000068745,IP6K2,0.817448
ENSG00000068781,STON1-GTF2A1L,0.20078027
ENSG00000068784,SRBD1,0.29456502
ENSG00000068793,NA,0.7920381
ENSG00000068796,KIF2A,0.9260379
ENSG00000068831,RASGRP2,0.7374101
ENSG00000068878,PSME4,0.8822936
ENSG00000068885,IFT80,0.3941692
ENSG00000068903,SIRT2,0.39664352
ENSG00000068912,ERLEC1,0.5764214
ENSG00000068971,PPP2R5B,0.85205334
ENSG00000068976,PYGM,0.37609184
ENSG00000068985,PAGE1,0.49123
ENSG00000069011,PITX1,0.8883443
ENSG00000069018,TRPC7,0.6336116
ENSG00000069020,MAST4,0.7127201
ENSG00000069122,GPR116,0.70314306
ENSG00000069188,SDK2,0.7395506
ENSG00000069206,ADAM7,0.09749937
ENSG00000069248,NUP133,0.66099733
ENSG00000069275,NUCKS1,0.9182034
ENSG00000069329,VPS35,0.8274923
ENSG00000069345,DNAJA2,0.92049134
ENSG00000069399,BCL3,0.8841631
ENSG00000069424,KCNAB2,0.8209764
ENSG00000069431,ABCC9,0.6830939
ENSG00000069482,GAL,0.16999477
ENSG00000069493,CLEC2D,0.44910163
ENSG00000069509,FUNDC1,0.5594897
ENSG00000069535,MAOB,0.9379307
ENSG00000069667,RORA,0.84682316
ENSG00000069696,DRD4,0.11027217
ENSG00000069702,TGFBR3,0.7025955
ENSG00000069712,KIAA1107,0.6820065
ENSG00000069764,PLA2G10,0.06818575
ENSG00000069812,HES2,0.36253703
ENSG00000069849,ATP1B3,0.76446867
ENSG00000069869,NEDD4,0.5141923
ENSG00000069943,PIGB,0.35908914
ENSG00000069956,MAPK6,0.794877
ENSG00000069966,GNB5,0.50844634
ENSG00000069974,RAB27A,0.31853402
ENSG00000069998,CECR5,0.27175683
ENSG00000070010,UFD1L,0.9328897
ENSG00000070018,LRP6,0.78984374
ENSG00000070019,GUCY2C,0.1597637
ENSG00000070031,SCT,0.19545579
ENSG00000070047,PHRF1,0.70551485
ENSG00000070061,IKBKAP,0.4207353
ENSG00000070081,NUCB2,0.24026304
ENSG00000070087,PFN2,0.866533
ENSG00000070159,PTPN3,0.5706197
ENSG00000070182,SPTB,0.89883626
ENSG00000070190,DAPP1,0.72675884
ENSG00000070193,FGF10,0.9282138
ENSG00000070214,SLC44A1,0.87291986
ENSG00000070269,TMEM260,0.18247688
ENSG00000070366,SMG6,0.7944367
ENSG00000070367,EXOC5,0.9112039
ENSG00000070371,CLTCL1,0.25547647
ENSG00000070388,FGF22,0.10138655
ENSG00000070404,FSTL3,0.8295236
ENSG00000070413,DGCR2,0.5117448
ENSG00000070423,RNF126,0.84389555
ENSG00000070444,MNT,0.9320785
ENSG00000070476,ZXDC,0.43978864
ENSG00000070495,JMJD6,0.8295241
ENSG00000070501,POLB,0.53646994
ENSG00000070526,ST6GALNAC1,0.2040031
ENSG00000070540,WIPI1,0.61942625
ENSG00000070601,FRMPD1,0.48697597
ENSG00000070610,GBA2,0.36483282
ENSG00000070614,NDST1,0.9153481
ENSG00000070669,ASNS,0.5591929
ENSG00000070718,AP3M2,0.45940304
ENSG00000070729,CNGB1,0.08238304
ENSG00000070731,ST6GALNAC2,0.17534333
ENSG00000070748,CHAT,0.43409908
ENSG00000070756,PABPC1,0.91794974
ENSG00000070759,TESK2,0.45668674
ENSG00000070761,CFAP20,0.6999558
ENSG00000070770,CSNK2A2,0.93210167
ENSG00000070778,PTPN21,0.4928825
ENSG00000070785,EIF2B3,0.7396796
ENSG00000070808,CAMK2A,0.90616256
ENSG00000070814,TCOF1,0.7895121
ENSG00000070831,CDC42,0.94070226
ENSG00000070882,OSBPL3,0.60931766
ENSG00000070886,EPHA8,0.46058667
ENSG00000070915,SLC12A3,0.087129
ENSG00000070950,RAD18,0.25655508
ENSG00000070961,ATP2B1,0.96998775
ENSG00000070985,TRPM5,0.1755324
ENSG00000071051,NCK2,0.79950714
ENSG00000071054,MAP4K4,0.9012935
ENSG00000071073,MGAT4A,0.62488496
ENSG00000071082,RPL31,0.89855504
ENSG00000071127,WDR1,0.9190968
ENSG00000071189,SNX13,0.77509034
ENSG00000071203,MS4A12,0.09731138
ENSG00000071205,ARHGAP10,0.33816254
ENSG00000071242,RPS6KA2,0.7278612
ENSG00000071243,ING3,0.89759904
ENSG00000071246,VASH1,0.7429998
ENSG00000071282,LMCD1,0.51291853
ENSG00000071462,WBSCR22,0.5212754
ENSG00000071537,SEL1L,0.81818336
ENSG00000071539,TRIP13,0.87617344
ENSG00000071553,ATP6AP1,0.9203697
ENSG00000071564,TCF3,0.6963943
ENSG00000071575,TRIB2,0.9001851
ENSG00000071626,DAZAP1,0.9603993
ENSG00000071655,MBD3,0.9306183
ENSG00000071677,PRLH,0.0807215
ENSG00000071794,HLTF,0.2119599
ENSG00000071859,FAM50A,0.9378003
ENSG00000071889,FAM3A,0.8229814
ENSG00000071894,CPSF1,0.6208387
ENSG00000071909,MYO3B,0.1640696
ENSG00000071967,CYBRD1,0.5373937
ENSG00000071991,CDH19,0.13343644
ENSG00000071994,PDCD2,0.24972785
ENSG00000072041,SLC6A15,0.6380505
ENSG00000072042,RDH11,0.24439746
ENSG00000072062,PRKACA,0.8979283
ENSG00000072071,LPHN1,0.87911975
ENSG00000072080,SPP2,0.06271267
ENSG00000072110,ACTN1,0.87803364
ENSG00000072121,ZFYVE26,0.50798273
ENSG00000072133,RPS6KA6,0.8599171
ENSG00000072134,EPN2,0.7652492
ENSG00000072135,PTPN18,0.3461964
ENSG00000072163,LIMS2,0.43912518
ENSG00000072182,ASIC4,0.6543274
ENSG00000072195,SPEG,0.7745449
ENSG00000072201,LNX1,0.4706012
ENSG00000072210,ALDH3A2,0.47577882
ENSG00000072274,TFRC,0.5904802
ENSG00000072310,SREBF1,0.70937407
ENSG00000072315,TRPC5,0.92158043
ENSG00000072364,AFF4,0.92750394
ENSG00000072401,UBE2D1,0.8157962
ENSG00000072415,MPP5,0.73089015
ENSG00000072422,RHOBTB1,0.6769401
ENSG00000072444,NA,0.3488022
ENSG00000072501,SMC1A,0.9873344
ENSG00000072506,HSD17B10,0.9439471
ENSG00000072518,MARK2,0.94562215
ENSG00000072571,HMMR,0.16212666
ENSG00000072609,CHFR,0.639108
ENSG00000072657,TRHDE,0.6836027
ENSG00000072682,P4HA2,0.56526923
ENSG00000072694,FCGR2B,0.42690682
ENSG00000072736,NFATC3,0.82872266
ENSG00000072756,TRNT1,0.34089637
ENSG00000072778,ACADVL,0.30713987
ENSG00000072786,STK10,0.4623112
ENSG00000072803,FBXW11,0.8844467
ENSG00000072818,ACAP1,0.745605
ENSG00000072832,CRMP1,0.85078716
ENSG00000072840,EVC,0.25872523
ENSG00000072849,DERL2,0.8774625
ENSG00000072858,SIDT1,0.30367
ENSG00000072864,NDE1,0.58672833
ENSG00000072952,MRVI1,0.4853155
ENSG00000072954,TMEM38A,0.4220459
ENSG00000072958,AP1M1,0.83274436
ENSG00000073008,PVR,0.21130013
ENSG00000073009,NA,0.42397296
ENSG00000073050,XRCC1,0.45501494
ENSG00000073060,SCARB1,0.6701584
ENSG00000073067,CYP2W1,0.26407874
ENSG00000073111,MCM2,0.6144974
ENSG00000073146,MOV10L1,0.428661
ENSG00000073150,PANX2,0.5031141
ENSG00000073169,SELO,0.18914539
ENSG00000073282,TP63,0.8662776
ENSG00000073331,ALPK1,0.23731434
ENSG00000073350,LLGL2,0.46809852
ENSG00000073417,PDE8A,0.66593313
ENSG00000073464,CLCN4,0.96055186
ENSG00000073536,NLE1,0.5536443
ENSG00000073578,SDHA,0.46230233
ENSG00000073584,SMARCE1,0.92423666
ENSG00000073598,FNDC8,0.19049889
ENSG00000073605,GSDMB,0.18837982
ENSG00000073614,KDM5A,0.89557314
ENSG00000073670,ADAM11,0.652386
ENSG00000073711,PPP2R3A,0.71749103
ENSG00000073712,FERMT2,0.92447394
ENSG00000073734,ABCB11,0.48203218
ENSG00000073737,DHRS9,0.13766634
ENSG00000073754,CD5L,0.072419286
ENSG00000073756,PTGS2,0.8548591
ENSG00000073792,IGF2BP2,0.8317592
ENSG00000073803,MAP3K13,0.7492215
ENSG00000073849,ST6GAL1,0.67470384
ENSG00000073861,TBX21,0.8924577
ENSG00000073910,FRY,0.84220636
ENSG00000073921,PICALM,0.88495827
ENSG00000073969,NSF,0.64348674
ENSG00000074047,GLI2,0.79146856
ENSG00000074054,CLASP1,0.8772882
ENSG00000074071,MRPS34,0.2970091
ENSG00000074181,NOTCH3,0.7710643
ENSG00000074201,CLNS1A,0.62472904
ENSG00000074211,PPP2R2C,0.86973286
ENSG00000074219,TEAD2,0.54269266
ENSG00000074266,EED,0.93163645
ENSG00000074276,CDHR2,0.3055094
ENSG00000074317,SNCB,0.62143844
ENSG00000074319,TSG101,0.7787752
ENSG00000074356,C17orf85,0.8828057
ENSG00000074370,ATP2A3,0.58079386
ENSG00000074410,CA12,0.21099943
ENSG00000074416,MGLL,0.66103625
ENSG00000074527,NTN4,0.79802775
ENSG00000074582,BCS1L,0.43491274
ENSG00000074590,NUAK1,0.74128926
ENSG00000074603,DPP8,0.83597434
ENSG00000074621,SLC24A1,0.5446643
ENSG00000074657,ZNF532,0.84028006
ENSG00000074660,SCARF1,0.5357004
ENSG00000074695,LMAN1,0.63330996
ENSG00000074696,PTPLAD1,0.6170423
ENSG00000074706,IPCEF1,0.62213975
ENSG00000074755,ZZEF1,0.7765728
ENSG00000074771,NOX3,0.1239599
ENSG00000074800,ENO1,0.58176506
ENSG00000074803,SLC12A1,0.3201518
ENSG00000074842,MYDGF,0.3149457
ENSG00000074855,ANO8,0.7988537
ENSG00000074935,TUBE1,0.5141184
ENSG00000074964,ARHGEF10L,0.6887028
ENSG00000074966,TXK,0.41608334
ENSG00000075035,WSCD2,0.75598234
ENSG00000075043,KCNQ2,0.9222839
ENSG00000075073,TACR2,0.25556898
ENSG00000075089,ACTR6,0.4062721
ENSG00000075131,TIPIN,0.26930737
ENSG00000075142,SRI,0.27593398
ENSG00000075151,EIF4G3,0.9367534
ENSG00000075188,NUP37,0.3988099
ENSG00000075213,SEMA3A,0.84056693
ENSG00000075218,GTSE1,0.408917
ENSG00000075223,SEMA3C,0.6830455
ENSG00000075234,TTC38,0.28866118
ENSG00000075239,ACAT1,0.3974923
ENSG00000075240,GRAMD4,0.91944724
ENSG00000075275,CELSR1,0.8157309
ENSG00000075290,WNT8B,0.5839206
ENSG00000075292,ZNF638,0.8755224
ENSG00000075303,SLC25A40,0.40737307
ENSG00000075336,TIMM21,0.35033792
ENSG00000075340,ADD2,0.83271503
ENSG00000075388,FGF4,0.5201621
ENSG00000075391,RASAL2,0.7743813
ENSG00000075399,VPS9D1,0.2475788
ENSG00000075407,ZNF37A,0.22529554
ENSG00000075413,MARK3,0.61844015
ENSG00000075415,SLC25A3,0.72780734
ENSG00000075420,FNDC3B,0.97375214
ENSG00000075426,FOSL2,0.9380656
ENSG00000075429,CACNG5,0.2560146
ENSG00000075461,CACNG4,0.732986
ENSG00000075539,FRYL,0.793343
ENSG00000075568,TMEM131,0.8299095
ENSG00000075618,FSCN1,0.86717296
ENSG00000075624,ACTB,0.984552
ENSG00000075643,MOCOS,0.18422413
ENSG00000075651,PLD1,0.29070383
ENSG00000075673,ATP12A,0.38353777
ENSG00000075702,WDR62,0.34374243
ENSG00000075711,DLG1,0.8216799
ENSG00000075785,RAB7A,0.9515946
ENSG00000075790,BCAP29,0.45921588
ENSG00000075826,SEC31B,0.15061998
ENSG00000075856,SART3,0.81714356
ENSG00000075884,ARHGAP15,0.35561907
ENSG00000075886,TUBA3D,0.12633634
ENSG00000075891,PAX2,0.85390073
ENSG00000075914,EXOSC7,0.34200186
ENSG00000075945,KIFAP3,0.61310613
ENSG00000075975,MKRN2,0.6025044
ENSG00000076003,MCM6,0.8050298
ENSG00000076043,REXO2,0.5574217
ENSG00000076053,RBM7,0.76993734
ENSG00000076067,RBMS2,0.40188515
ENSG00000076108,BAZ2A,0.90726477
ENSG00000076201,PTPN23,0.7151584
ENSG00000076242,MLH1,0.61776555
ENSG00000076248,UNG,0.40326953
ENSG00000076258,FMO4,0.20473325
ENSG00000076321,KLHL20,0.7563113
ENSG00000076344,RGS11,0.25567746
ENSG00000076351,SLC46A1,0.6066917
